sentence,label,idx,__source_split
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- ,1,565,train
the perfect movie ,1,566,train
ardently waste viewers ' time with a gobbler like this ,0,567,train
oscar-sweeping franchise predecessor ,1,568,train
it sets out with no pretensions and delivers big time ,1,569,train
see how many times they can work the words `` radical '' or `` suck '' into a sentence ,0,570,train
give you enough to feel good about ,1,571,train
unexpectedly insightful ,1,572,train
allen 's romantic comedies so pertinent and enduring ,1,573,train
"is an extraordinary film , not least ",1,574,train
a doubt ,0,575,train
maudlin or ,0,576,train
with the the wisdom and humor of its subjects ,1,577,train
a party-hearty teen flick that scalds like acid . ,0,578,train
"the wan , thinly sketched story ",0,579,train
provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen ,1,580,train
this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . ,0,581,train
again dazzle and delight us ,1,582,train
"that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ",1,583,train
aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film ,1,584,train
"impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . ",1,585,train
failure to construct a story with even a trace of dramatic interest ,0,586,train
but it also comes with the laziness and arrogance of a thing that already knows it 's won . ,0,587,train
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . ",0,588,train
laughed at ,1,589,train
", future lizard endeavors will need to adhere more closely to the laws of laughter ",0,590,train
a philosophical void ,0,591,train
unlikable characters and a self-conscious sense ,0,592,train
intelligence or invention ,1,593,train
hot on the hardwood proves once again that a man in drag is not in and of himself funny . ,0,594,train
hopelessly juvenile ,0,595,train
shakespearean -- both in depth and breadth -- ,1,596,train
unique directing style ,1,597,train
required to give this comic slugfest some heart ,0,598,train
feel more like a non-stop cry for attention ,0,599,train
hip hop beat ,1,600,train
feel more like literary conceits than flesh-and-blood humans ,0,601,train
no explanation ,0,602,train
funniest and ,1,603,train
"a chilly , remote , emotionally distant piece ... so dull that its tagline should be ",0,604,train
starts off witty and sophisticated and you ,1,605,train
a bargain-basement european pickup ,0,606,train
", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",1,607,train
"shines on all the characters , as the direction is intelligently accomplished ",1,608,train
taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ,1,609,train
lead a group of talented friends astray ,1,610,train
"it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . ",0,611,train
"this gentle , mesmerizing portrait ",1,612,train
"genial is the conceit , this is one of those rare pictures that you root for throughout , ",1,613,train
draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ,1,614,train
"spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",0,615,train
"is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own ",0,616,train
"it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . ",0,617,train
handles it in the most unexpected way ,1,618,train
those eternally devoted to the insanity of black will have an intermittently good time . ,1,619,train
obscenely bad ,0,620,train
devastatingly ,0,621,train
i do n't see the point ,0,622,train
comes off like a bad imitation of the bard ,0,623,train
that excites the imagination and tickles the funny bone ,1,624,train
one of its strengths ,1,625,train
of masterpiece ,1,626,train
into this dream hispanic role with a teeth-clenching gusto ,1,627,train
stiff or just plain bad ,0,628,train
makes these lives count ,1,629,train
jolts the laughs from the audience -- ,1,630,train
a delightful stimulus ,1,631,train
has no point ,0,632,train
of isolation and frustration ,0,633,train
winning shot ,1,634,train
"of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ",0,635,train
"feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . ",1,636,train
lewis ,1,637,train
that there 's no other reason why anyone should bother remembering it ,0,638,train
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . ",1,639,train
father cliché ,0,640,train
domestic tension and unhappiness ,0,641,train
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ",0,642,train
called the best korean film of 2002 ,1,643,train
one of the best rock ,1,644,train
it forces you to watch people doing unpleasant things to each other and themselves ,1,645,train
of the holiday box office pie ,1,646,train
inexpressible and drab wannabe ,0,647,train
"the hail of bullets , none of which ever seem to hit ",0,648,train
"like an extended , open-ended poem than a traditionally structured story ",1,649,train
"'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ",0,650,train
to hate ,0,651,train
to be mesmerised ,1,652,train
the people who loved the 1989 paradiso will prefer this new version ,1,653,train
a lot of energy ,1,654,train
for its success on a patient viewer ,1,655,train
"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1,656,train
this may be burns 's strongest film since the brothers mcmullen . ,1,657,train
turned down ,0,658,train
"timely , tongue-in-cheek ",1,659,train
undramatic ,0,660,train
the pile of useless actioners ,0,661,train
morton deserves an oscar nomination . ,1,662,train
weirdly engaging and unpredictable character pieces ,1,663,train
efficiency and an affection for the period ,1,664,train
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ,1,665,train
does not work . ,0,666,train
it is n't merely offensive ,0,667,train
tell a story about the vietnam war before the pathology set in ,1,668,train
it irrigates our souls . ,1,669,train
a hint of humor ,1,670,train
with a big heart ,1,671,train
"a rollicking adventure for you and all your mateys , regardless of their ages ",1,672,train
its most immediate and most obvious pleasure ,1,673,train
"there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ",1,674,train
"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",1,675,train
made a decent ` intro ' documentary ,1,676,train
"makes us see familiar issues , like racism and homophobia , in a fresh way . ",1,677,train
the film goes right over the edge and kills every sense of believability ,0,678,train
"a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor . ",0,679,train
